,iati_identifier,title_narrative,document_link_url,document_link_title_narrative,document-link.category-codes-combined
1390,GB-1-202900,['Land Investment For Transformation (LIFT)'],"['http://iati.fcdo.gov.uk/iati_documents/90000070.odt', 'http://iati.fcdo.gov.uk/iati_documents/60662035.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/59216088.odt', 'http://iati.fcdo.gov.uk/iati_documents/5718259.odt', 'http://iati.fcdo.gov.uk/iati_documents/53991080.odt', 'http://iati.fcdo.gov.uk/iati_documents/48844684.odt', 'http://iati.fcdo.gov.uk/iati_documents/4753496.odt', 'http://iati.fcdo.gov.uk/iati_documents/46964351.odt', 'http://iati.fcdo.gov.uk/iati_documents/3998721.odt', 'http://iati.fcdo.gov.uk/iati_documents/3942214.odt', 'http://iati.fcdo.gov.uk/iati_documents/3890165.odt', 'http://iati.fcdo.gov.uk/iati_documents/34983191.odt', 'http://iati.fcdo.gov.uk/iati_documents/34966051.odt', 'http://iati.fcdo.gov.uk/iati_documents/25175033.odt', 'http://iati.fcdo.gov.uk/iati_documents/15506639.odt', 'https://www.contractsfinder.service.gov.uk/Notice/3b9bb191-5be1-4666-9d3b-5654676cc20d', 'https://www.contractsfinder.service.gov.uk/Notice/93dc59d5-3873-413f-a0ce-41a56623932b', 'https://data.gov.uk/data/contracts-finder-archive/contract/1674838/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1375687/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1160515/', 'https://data.gov.uk/data/contracts-finder-archive/contract/819888/', 'https://www.contractsfinder.service.gov.uk/Notice/1458b47f-79ae-44ff-bf0a-25af7cabc81d', 'https://www.contractsfinder.service.gov.uk/Notice/860dbf89-7db6-4ae6-bc39-1973dabe2427', 'https://www.contractsfinder.service.gov.uk/Notice/8d26df71-38ed-4988-a25b-54401d195130', 'https://www.contractsfinder.service.gov.uk/Notice/b48223fa-cc85-4a07-b741-822e166268e2']","['Project completion review (90000070) 202900 (Published - November, 2021).odt', 'Logical framework (60662035) 202900 (Published - April, 2021).xlsx', 'Annual review (59216088) 202900 (Published - January, 2021).odt', 'Annual review (5718259 ) 202900 (Published - April, 2017).odt', 'Annual review (53991080) 202900 (Published - June, 2020).odt', 'Addendum to the Business Case (48844684) 202900 (Published - June, 2019).odt', 'Memoranda of understanding (4753496 ) 202900 (Published - November, 2014).odt', 'Annual review (46964351) 202900 (Published - May, 2019).odt', 'Annual review (3998721 ) 202900 (Published - June, 2020).odt', 'Business Case and Summary (3942214 ) 202900 (Published - June, 2020).odt', 'Annual review (3890165 ) 202900 (Published - June, 2020).odt', 'Memoranda of understanding - amendment letter (34983191) 202900 (Published - August, 2018).odt', 'Memoranda of understanding - amendment letter (34966051) 202900 (Published - August, 2018).odt', 'Memoranda of understanding - amendment letter (25175033) 202900 (Published - January, 2018).odt', 'Memoranda of understanding (15506639) 202900 (Published - June, 2020).odt', 'Contract: DFID 8057 Land Investment for Transformation (LIFT) Internal Technical Service Provider (Ethiopia) Contract Amendment No 9', 'Contract: DFID 8057 Land Investment for Transformation (LIFT) Internal Technical Service Provider (Ethiopia) Contract Amendment No 11', 'Contract: DFID 6799 Procurement of vehicles, IT and Office equipment for DFID Ethiopia LIFT programme – PHASE I', 'Tender: DFID 6008 Land Investment for Transformation Programme (Ethiopia)', 'Contract: DFID 6008 Land Investment for Transformation Programme (Ethiopia) - Contract Amendment No. 1', 'Tender: DFID 6008 Land Investment For Transformation Programme (LIFT) - Ethiopia', 'Contract: DFID 8101 Procurement of Ariel Photography for Land Investment for Transformation (LIFT) Programme Call Down Contract', 'Contract: DFID 7816 Procurement of Vehicles for Land Investment for Transformation (LIFT) Programme, Ethiopia', 'Contract: DFID 7813 Procurement of Office Supplies for Land Investment for Transformation (LIFT) Programme, Ethiopia', 'Contract: DFID 6799 Procurement of Vehicles, I.T. and Office Equipment for DFID Ethiopia LIFT Programme - PHASE II - Contract Amendment No. 1']","['A01,A07,A08', 'A02,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A02,A03,A04,A05', 'A09', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A09', 'A09', 'A09', 'A09', 'A11', 'A11', 'A11', 'A10', 'A11', 'A10', 'A11', 'A11', 'A11', 'A11']"
1391,GB-1-202673,['International Crisis Group (ICG)'],"['http://iati.fcdo.gov.uk/iati_documents/3779426.odt', 'http://iati.fcdo.gov.uk/iati_documents/3719454.odt', 'http://iati.fcdo.gov.uk/iati_documents/3717610.odt']","['Business Case and Summary (3779426 ) 202673 (Published - September, 2014).odt', 'Logical framework (3719454 ) 202673 (Published - September, 2014).odt', 'Project completion review (3717610 ) 202673 (Published - September, 2014).odt']","['A01,A02,A03,A04,A05', 'A02,A08', 'A01,A07,A08']"
1392,GB-1-202674,['Framework for nutrition technical assistance (MQSUN)'],"['http://iati.fcdo.gov.uk/iati_documents/5566415.odt', 'http://iati.fcdo.gov.uk/iati_documents/5526802.odt', 'http://iati.fcdo.gov.uk/iati_documents/5263497.odt', 'http://iati.fcdo.gov.uk/iati_documents/4785159.odt', 'http://iati.fcdo.gov.uk/iati_documents/4322781.odt', 'http://iati.fcdo.gov.uk/iati_documents/4251477.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/4153694.odt', 'http://iati.fcdo.gov.uk/iati_documents/3717427.odt']","['Project completion review (5566415 ) 202674 (Published - August, 2016).odt', 'Annual review (5526802 ) 202674 (Published - November, 2016).odt', 'Annual review (5263497 ) 202674 (Published - April, 2016).odt', 'Annual review (4785159 ) 202674 (Published - September, 2015).odt', 'Annual review (4322781 ) 202674 (Published - May, 2014).odt', 'Logical framework (4251477 ) 202674 (Published - May, 2014).xlsx', 'Annual review (4153694 ) 202674 (Published - May, 2014).odt', 'Business Case and Summary (3717427 ) 202674 (Published - May, 2014).odt']","['A01,A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A02,A08', 'A07,A08', 'A01,A02,A03,A04,A05']"
1393,GB-1-202676,['Nutrition Embedding Evaluation Project'],"['http://iati.fcdo.gov.uk/iati_documents/5735974.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/5643989.odt', 'http://iati.fcdo.gov.uk/iati_documents/5230819.odt', 'http://iati.fcdo.gov.uk/iati_documents/4765070.odt', 'http://iati.fcdo.gov.uk/iati_documents/3965124.odt', 'https://data.gov.uk/data/contracts-finder-archive/contract/1263273/', 'https://data.gov.uk/data/contracts-finder-archive/contract/776611/']","['Logical framework (5735974 ) 202676 (Published - April, 2017).xlsx', 'Annual review (5643989 ) 202676 (Published - December, 2016).odt', 'Annual review (5230819 ) 202676 (Published - June, 2016).odt', 'Annual review (4765070 ) 202676 (Published - September, 2015).odt', 'Business Case and Summary (3965124 ) 202676 (Published - July, 2015).odt', 'Contract: DFID 5983 NUTRITION EMBEDDING EVALUATION PROGRAMME( NEEP)', 'Tender: DFID 5983 - Nutrition Embedding Evaluation Programme']","['A02,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A11', 'A10']"
1394,GB-1-202687,['International Alert Programme Partnership Arrangement'],"['http://iati.fcdo.gov.uk/iati_documents/5710405.odt', 'http://iati.fcdo.gov.uk/iati_documents/5402036.odt', 'http://iati.fcdo.gov.uk/iati_documents/4674488.odt', 'http://iati.fcdo.gov.uk/iati_documents/4625837.odt', 'http://iati.fcdo.gov.uk/iati_documents/3718601.odt', 'http://iati.fcdo.gov.uk/iati_documents/11832063.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/11830975.odt', 'http://iati.fcdo.gov.uk/iati_documents/11830974.odt']","['Project completion review (5710405 ) 202687 (Published - March, 2017).odt', 'Annual review (5402036 ) 202687 (Published - April, 2016).odt', 'Addendum to the Business Case (4674488 ) 202687 (Published - December, 2014).odt', 'Annual review (4625837 ) 202687 (Published - December, 2014).odt', 'Business Case and Summary (3718601 ) 202687 (Published - October, 2012).odt', 'Logical framework (11832063) 202687 (Published - August, 2017).xlsx', 'Annual review (11830975) 202687 (Published - August, 2017).odt', 'Annual review (11830974) 202687 (Published - August, 2017).odt']","['A01,A07,A08', 'A07,A08', 'A02,A03,A04,A05', 'A07,A08', 'A01,A02,A03,A04,A05', 'A02,A08', 'A07,A08', 'A07,A08']"
1395,GB-1-202688,['Norwegian Refugee Council Programme Partnership Arrangement'],"['http://iati.fcdo.gov.uk/iati_documents/5724999.odt', 'http://iati.fcdo.gov.uk/iati_documents/5316003.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/5135409.odt', 'http://iati.fcdo.gov.uk/iati_documents/4740471.odt', 'http://iati.fcdo.gov.uk/iati_documents/4682078.odt', 'http://iati.fcdo.gov.uk/iati_documents/3718610.odt', 'http://iati.fcdo.gov.uk/iati_documents/11826909.odt', 'http://iati.fcdo.gov.uk/iati_documents/11826906.odt']","['Project completion review (5724999 ) 202688 (Published - March, 2017).odt', 'Logical framework (5316003 ) 202688 (Published - February, 2016).xlsx', 'Annual review (5135409 ) 202688 (Published - January, 2016).odt', 'Annual review (4740471 ) 202688 (Published - December, 2014).odt', 'Addendum to the Business Case (4682078 ) 202688 (Published - December, 2014).odt', 'Business Case and Summary (3718610 ) 202688 (Published - October, 2012).odt', 'Annual review (11826909) 202688 (Published - August, 2017).odt', 'Annual review (11826906) 202688 (Published - August, 2017).odt']","['A01,A07,A08', 'A02,A08', 'A07,A08', 'A07,A08', 'A02,A03,A04,A05', 'A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08']"
1396,GB-1-202691,['Support to improved water and sanitation in rural areas - Zimbabwe'],"['http://iati.fcdo.gov.uk/iati_documents/61574947.odt', 'http://iati.fcdo.gov.uk/iati_documents/58198299.odt', 'http://iati.fcdo.gov.uk/iati_documents/5778577.odt', 'http://iati.fcdo.gov.uk/iati_documents/56402175.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/56171346.odt', 'http://iati.fcdo.gov.uk/iati_documents/5310630.odt', 'http://iati.fcdo.gov.uk/iati_documents/5310524.odt', 'http://iati.fcdo.gov.uk/iati_documents/51301822.odt', 'http://iati.fcdo.gov.uk/iati_documents/51276693.odt', 'http://iati.fcdo.gov.uk/iati_documents/5032425.odt', 'http://iati.fcdo.gov.uk/iati_documents/49163218.odt', 'http://iati.fcdo.gov.uk/iati_documents/49145245.odt', 'http://iati.fcdo.gov.uk/iati_documents/4531577.odt', 'http://iati.fcdo.gov.uk/iati_documents/4321976.odt', 'http://iati.fcdo.gov.uk/iati_documents/4238107.odt', 'http://iati.fcdo.gov.uk/iati_documents/4236068.odt', 'http://iati.fcdo.gov.uk/iati_documents/4234069.odt', 'http://iati.fcdo.gov.uk/iati_documents/35666065.odt', 'http://iati.fcdo.gov.uk/iati_documents/33612270.odt', 'http://iati.fcdo.gov.uk/iati_documents/32846944.odt', 'http://iati.fcdo.gov.uk/iati_documents/29423477.odt']","['Project completion review (61574947) 202691 (Published - June, 2021).odt', 'Memoranda of understanding - amendment letter (58198299) 202691 (Published - November, 2020).odt', 'Annual review (5778577 ) 202691 (Published - June, 2017).odt', 'Logical framework (56402175) 202691 (Published - July, 2020).xlsx', 'Annual review (56171346) 202691 (Published - July, 2020).odt', 'Memoranda of understanding (5310630 ) 202691 (Published - January, 2016).odt', 'Memoranda of understanding - amendment letter (5310524 ) 202691 (Published - January, 2016).odt', 'Memoranda of understanding - amendment letter (51301822) 202691 (Published - October, 2019).odt', 'Memoranda of understanding - amendment letter (51276693) 202691 (Published - October, 2019).odt', 'Annual review (5032425 ) 202691 (Published - June, 2015).odt', 'Annual review (49163218) 202691 (Published - June, 2019).odt', 'Addendum to the Business Case (49145245) 202691 (Published - June, 2019).odt', 'Annual review (4531577 ) 202691 (Published - October, 2014).odt', 'Addendum to the Business Case (4321976 ) 202691 (Published - August, 2018).odt', 'Annual review (4238107 ) 202691 (Published - August, 2018).odt', 'Annual review (4236068 ) 202691 (Published - August, 2018).odt', 'Memoranda of understanding - amendment letter (4234069 ) 202691 (Published - August, 2018).odt', 'Memoranda of understanding - amendment letter (35666065) 202691 (Published - August, 2018).odt', 'Business Case and Summary (33612270) 202691 (Published - January, 2019).odt', 'Annual review (32846944) 202691 (Published - August, 2018).odt', 'Memoranda of understanding - amendment letter (29423477) 202691 (Published - July, 2018).odt']","['A01,A07,A08', 'A09', 'A07,A08', 'A02,A08', 'A07,A08', 'A09', 'A09', 'A09', 'A09', 'A07,A08', 'A07,A08', 'A02,A03,A04,A05', 'A07,A08', 'A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A09', 'A09', 'A01,A02,A03,A04,A05', 'A07,A08', 'A09']"
1397,GB-1-202910,"['Support to the  Least Developed Countries Fund (LDCF), which aims to increase climate resilience by funding priority interventions in National Adaptation Programmes']","['http://iati.fcdo.gov.uk/iati_documents/7922630.odt', 'http://iati.fcdo.gov.uk/iati_documents/7897054.odt', 'http://iati.fcdo.gov.uk/iati_documents/5351347.odt', 'http://iati.fcdo.gov.uk/iati_documents/4437267.odt', 'http://iati.fcdo.gov.uk/iati_documents/4113479.xls']","['Annual review (7922630 ) 202910 (Published - June, 2018).odt', 'Annual review (7897054 ) 202910 (Published - June, 2018).odt', 'Business Case and Summary (5351347 ) 202910 (Published - December, 2016).odt', 'Annual review (4437267 ) 202910 (Published - June, 2014).odt', 'Logical framework (4113479 ) 202910 (Published - December, 2015).xls']","['A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A02,A08']"
1398,GB-1-202913,['Girl Hub Ethiopia'],"['http://iati.fcdo.gov.uk/iati_documents/5240363.odt', 'http://iati.fcdo.gov.uk/iati_documents/4899053.odt', 'http://iati.fcdo.gov.uk/iati_documents/4584943.xls', 'http://iati.fcdo.gov.uk/iati_documents/4350851.odt', 'http://iati.fcdo.gov.uk/iati_documents/3763610.odt', 'https://data.gov.uk/data/contracts-finder-archive/contract/1046829/']","['Project completion review (5240363 ) 202913 (Published - January, 2016).odt', 'Annual review (4899053 ) 202913 (Published - March, 2015).odt', 'Logical framework (4584943 ) 202913 (Published - July, 2014).xls', 'Annual review (4350851 ) 202913 (Published - February, 2014).odt', 'Business Case and Summary (3763610 ) 202913 (Published - November, 2012).odt', 'Contract: DFID 6313 Baseline Study on Attitudes and Behaviours toward Adolescent Girls – Girl Hub Ethiopia']","['A01,A07,A08', 'A07,A08', 'A02,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A11']"
1399,GB-1-202916,['Support to Water and Sanitation Collaborative Council (WSSCC) 2011-2013'],"['http://iati.fcdo.gov.uk/iati_documents/4623070.odt', 'http://iati.fcdo.gov.uk/iati_documents/3792933.odt', 'http://iati.fcdo.gov.uk/iati_documents/3755657.odt', 'http://iati.fcdo.gov.uk/iati_documents/3717631.odt']","['Project completion review (4623070 ) 202916 (Published - August, 2014).odt', 'Annual review (3792933 ) 202916 (Published - December, 2012).odt', 'Logical framework (3755657 ) 202916 (Published - November, 2012).odt', 'Business Case and Summary (3717631 ) 202916 (Published - October, 2012).odt']","['A01,A07,A08', 'A07,A08', 'A02,A08', 'A01,A02,A03,A04,A05']"
1400,GB-1-202918,['Improving countries’ health financing systems to accelerate progress towards universal health coverage'],"['http://iati.fcdo.gov.uk/iati_documents/5616326.odt', 'http://iati.fcdo.gov.uk/iati_documents/5194362.odt', 'http://iati.fcdo.gov.uk/iati_documents/4721207.odt', 'http://iati.fcdo.gov.uk/iati_documents/4194476.odt', 'http://iati.fcdo.gov.uk/iati_documents/3716777.odt', 'http://iati.fcdo.gov.uk/iati_documents/3716143.odt', 'http://iati.fcdo.gov.uk/iati_documents/15725600.xlsx']","['Annual review (5616326 ) 202918 (Published - November, 2016).odt', 'Annual review (5194362 ) 202918 (Published - January, 2016).odt', 'Annual review (4721207 ) 202918 (Published - March, 2015).odt', 'Annual review (4194476 ) 202918 (Published - January, 2016).odt', 'Business Case and Summary (3716777 ) 202918 (Published - January, 2016).odt', 'Annual review (3716143 ) 202918 (Published - January, 2013).odt', 'Logical framework (15725600) 202918 (Published - August, 2017).xlsx']","['A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A02,A08']"
1401,GB-1-202920,['Support to the Water and Sanitation Programme - WSP '],"['http://iati.fcdo.gov.uk/iati_documents/5385817.odt', 'http://iati.fcdo.gov.uk/iati_documents/4895186.odt', 'http://iati.fcdo.gov.uk/iati_documents/4814412.xls', 'http://iati.fcdo.gov.uk/iati_documents/4396994.odt', 'http://iati.fcdo.gov.uk/iati_documents/3717741.odt']","['Annual review (5385817 ) 202920 (Published - April, 2017).odt', 'Annual review (4895186 ) 202920 (Published - May, 2015).odt', 'Logical framework (4814412 ) 202920 (Published - April, 2017).xls', 'Annual review (4396994 ) 202920 (Published - September, 2015).odt', 'Business Case and Summary (3717741 ) 202920 (Published - February, 2013).odt']","['A07,A08', 'A07,A08', 'A02,A08', 'A07,A08', 'A01,A02,A03,A04,A05']"
1402,GB-1-202698,['Kenya Market Assistance Programme (MAP)'],"['http://iati.fcdo.gov.uk/iati_documents/D0000907.odt', 'http://iati.fcdo.gov.uk/iati_documents/5657354.odt', 'http://iati.fcdo.gov.uk/iati_documents/5568907.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/53175005.odt', 'http://iati.fcdo.gov.uk/iati_documents/4961076.odt', 'http://iati.fcdo.gov.uk/iati_documents/44916898.odt', 'http://iati.fcdo.gov.uk/iati_documents/4419702.odt', 'http://iati.fcdo.gov.uk/iati_documents/3717635.odt', 'http://iati.fcdo.gov.uk/iati_documents/36883641.odt', 'http://iati.fcdo.gov.uk/iati_documents/36791368.odt', 'http://iati.fcdo.gov.uk/iati_documents/36791269.odt', 'http://iati.fcdo.gov.uk/iati_documents/36790368.odt', 'http://iati.fcdo.gov.uk/iati_documents/21570752.odt']","['Project completion review (D0000907) 202698 (Published - June, 2022).odt', 'Annual review (5657354 ) 202698 (Published - December, 2016).odt', 'Logical framework (5568907 ) 202698 (Published - August, 2016).xlsx', 'Annual review (53175005) 202698 (Published - January, 2020).odt', 'Annual review (4961076 ) 202698 (Published - June, 2015).odt', 'Annual review (44916898) 202698 (Published - January, 2019).odt', 'Annual review (4419702 ) 202698 (Published - March, 2014).odt', 'Business Case and Summary (3717635 ) 202698 (Published - October, 2012).odt', 'Memoranda of understanding - amendment letter (36883641) 202698 (Published - January, 2019).odt', 'Memoranda of understanding - amendment letter (36791368) 202698 (Published - January, 2019).odt', 'Memoranda of understanding (36791269) 202698 (Published - January, 2019).odt', 'Accountable Grant (36790368) 202698 (Published - January, 2019).odt', 'Annual review (21570752) 202698 (Published - June, 2018).odt']","['A01,A07,A08', 'A07,A08', 'A02,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A09', 'A09', 'A09', 'A09', 'A07,A08']"
1403,GB-1-202926,['Malaria: Improving the Global Response'],"['http://iati.fcdo.gov.uk/iati_documents/5389776.xls', 'http://iati.fcdo.gov.uk/iati_documents/5371700.odt', 'http://iati.fcdo.gov.uk/iati_documents/5336260.odt', 'http://iati.fcdo.gov.uk/iati_documents/4308320.odt', 'http://iati.fcdo.gov.uk/iati_documents/4308299.odt', 'http://iati.fcdo.gov.uk/iati_documents/3716824.odt', 'http://iati.fcdo.gov.uk/iati_documents/3305106.odt']","['Logical framework (5389776 ) 202926 (Published - April, 2016).xls', 'Project completion review (5371700 ) 202926 (Published - April, 2016).odt', 'Annual review (5336260 ) 202926 (Published - February, 2016).odt', 'Annual review (4308320 ) 202926 (Published - December, 2014).odt', 'Annual review (4308299 ) 202926 (Published - December, 2014).odt', 'Business Case and Summary (3716824 ) 202926 (Published - October, 2012).odt', 'Memoranda of understanding (3305106 ) 202926 (Published - December, 2011).odt']","['A02,A08', 'A01,A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A09']"
1404,GB-1-202927,['Innovative Ventures & Technologies for Development (INVENT)'],"['http://iati.fcdo.gov.uk/iati_documents/D0001251.odt', 'http://iati.fcdo.gov.uk/iati_documents/7294093.odt', 'http://iati.fcdo.gov.uk/iati_documents/7068375.odt', 'http://iati.fcdo.gov.uk/iati_documents/6730377.odt', 'http://iati.fcdo.gov.uk/iati_documents/61262319.odt', 'http://iati.fcdo.gov.uk/iati_documents/59915608.odt', 'http://iati.fcdo.gov.uk/iati_documents/59241876.odt', 'http://iati.fcdo.gov.uk/iati_documents/57184286.odt', 'http://iati.fcdo.gov.uk/iati_documents/56629110.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/50527645.odt', 'http://iati.fcdo.gov.uk/iati_documents/3881771.odt', 'http://iati.fcdo.gov.uk/iati_documents/36387721.odt', 'http://iati.fcdo.gov.uk/iati_documents/15690815.odt', 'https://data.gov.uk/data/contracts-finder-archive/contract/1637131/', 'https://www.contractsfinder.service.gov.uk/Notice/8a12b60f-8eee-40c2-8857-e7947b0b59c5']","['Annual review (D0001251) 202927 (Published - September, 2022).odt', 'Annual review (7294093 ) 202927 (Published - March, 2019).odt', 'Annual review (7068375 ) 202927 (Published - March, 2019).odt', 'Annual review (6730377 ) 202927 (Published - February, 2020).odt', 'Evaluation management response publish (61262319) 202927 (Published - June, 2021).odt', 'Evaluation report publish (59915608) 202927 (Published - March, 2021).odt', 'Evaluation management response publish (59241876) 202927 (Published - January, 2021).odt', 'Annual review (57184286) 202927 (Published - October, 2020).odt', 'Logical framework (56629110) 202927 (Published - July, 2020).xlsx', 'Annual review (50527645) 202927 (Published - December, 2020).odt', 'Business Case and Summary (3881771 ) 202927 (Published - November, 2016).odt', 'Annual review (36387721) 202927 (Published - July, 2019).odt', 'Annual review (15690815) 202927 (Published - September, 2018).odt', 'Tender: DFID 6880 Innovations Knowledge Exchange Facility (IKEF)', 'Contract: DFID 6880 Innovations Knowledge Exchange Facility (IKEF) - Design and Implementation of Innovations Knowledge Exchange Facility in the Agri-Food and Health Sectors between India and Low Income Countries']","['A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A01,A07,A08', 'A07,A08', 'A07,A08', 'A02,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A10', 'A11']"
